SPHERE,37.731288730323605,27.937173881433623,6.680888185626653
BLOCK,9.239264806276648,10.724754242971834,32.45180410710202
SPHERE,4.895427623627679,36.095388872507556,27.633764310423224
BLOCK,34.8333330961073,2.786263252547343,7.503058985525034
SPHERE,26.908619394662047,25.112069278216193,5.586562204161027
BLOCK,10.30855535932134,36.78201672512102,5.372154031138187
SPHERE,47.05133871199843,20.919663703259328,2.539062131490765
SPHERE,14.147683153864525,5.056630913224085,22.57536238049135
SPHERE,30.652280913240237,37.65445055982464,10.886220693054092
SPHERE,29.350318494564657,17.054523255107878,43.79527429306727
BLOCK,42.40431728773706,24.664336926527895,29.202899546144522
SPHERE,3.9291054901609046,21.658831533758935,25.088914069877738
SPHERE,20.16786961910103,2.5089687263056764,2.5336025208766646
BLOCK,19.709745821030094,9.245293731997005,17.479794279265754
SPHERE,22.019530145952498,47.52245940599073,32.070027406554594
BLOCK,2.4426676619313685,9.271405172744178,42.06667603230462
SPHERE,35.80372273820681,47.009059387725905,21.599249300007315
SPHERE,18.7341495281484,11.721173445108123,40.28187427190695
SPHERE,2.945242250671708,9.642064161721036,40.605347378517386
BLOCK,17.804713375660214,3.225764981096723,35.43190773794401
SPHERE,20.780459283099272,28.13628664327,46.40728342094314
BLOCK,38.58260296235216,21.180378312239398,4.153313573507916
SPHERE,50.16502321064269,3.764404702048312,20.21585176277012
BLOCK,15.140152487672243,41.67764047863558,18.916428842320208
SPHERE,17.615858536971402,4.787487507395776,34.49250416581478
BLOCK,25.980875301318385,29.577843365783018,35.20996823564519
BLOCK,13.745276630653002,43.37002016577227,31.49287189601933
BLOCK,45.1850586993815,41.53633991103548,9.539192415601882
BLOCK,2.2450258367326885,18.04973960731681,5.377788862589716
BLOCK,15.921698696349118,35.30839423077162,46.870489940239366
SPHERE,16.17806365362859,31.33259560976269,42.774636994328596
BLOCK,29.33458128049111,1.1518238640469127,38.65518174590173
BLOCK,30.835894456370436,4.483136133064551,39.1718128635379
SPHERE,4.3103235519356735,43.647721850817106,15.065365544311776
SPHERE,14.919260554119079,24.080653577261124,21.02914902680084
BLOCK,26.136174917963537,4.759589762453497,47.574604267022416
BLOCK,24.300020749768784,17.411375118181258,15.987076799559867
BLOCK,14.555412978983373,31.451177970806036,50.51627777731001
BLOCK,15.122010522563238,16.26704006651031,26.0573680316199
SPHERE,4.22813167201298,3.6833676262959294,42.75240980526815
SPHERE,15.498704217952934,31.220154482876243,21.178251168661017
BLOCK,33.1052291105102,1.1103768477196787,43.08577554260226
SPHERE,7.565499070128183,20.946239544911315,33.016714952502795
BLOCK,46.723432547984316,49.295635652529946,35.548116381515385
SPHERE,34.14441499189418,3.6633955639162044,41.40082969040452
BLOCK,38.92914070961258,48.7676117577462,3.1972556857857595
BLOCK,6.779040015606074,20.25948883385683,8.26487448669833
SPHERE,12.038916076415406,2.7359351330218153,41.555949156478206
BLOCK,4.397530593520931,21.17726272122396,26.490097759336237
SPHERE,1.944442011414548,21.788085927156096,25.325260327628463
SPHERE,14.361468701607116,11.627710353337305,13.523925139151293
BLOCK,26.16974266712801,46.387012648558546,14.505293636755505
BLOCK,30.15839724862595,2.2019980201662506,42.1604111545043
SPHERE,25.388486896819618,40.489949318773085,48.55608268359261
SPHERE,32.49585324339077,24.452259883442533,13.364772268445185
BLOCK,31.409191617721287,22.10876532448588,39.7314568086663
BLOCK,43.05468855705052,33.51158179287235,38.52478761277664
SPHERE,7.136129084839631,9.132159527963012,39.21868919304959
SPHERE,2.65951747734161,32.323479529532946,11.011899398213798
BLOCK,16.51375687632622,21.23000069637399,12.216747003215227
SPHERE,38.124084989474596,14.55118815867411,9.434813873659536
SPHERE,44.96247989190047,41.16014331881183,20.58595013507673
SPHERE,44.52937374644467,35.73707041971279,37.4684255005636
BLOCK,3.313559067485249,1.2980093230657455,24.201858708613997
BLOCK,22.192267877819326,34.78246418840263,17.640862607681818
SPHERE,10.75097648007307,23.70927556429901,24.64618804406144
SPHERE,20.082571855753844,40.31827209608909,18.961482035081044
BLOCK,14.7680734086282,4.585949774578479,37.36758132933938
SPHERE,49.94621858603612,9.03661743885143,10.772619600873773
SPHERE,18.646766182165212,46.36617447287926,40.94503535694533
BLOCK,47.89245562968561,5.553861638332513,47.70789744996689
SPHERE,49.46716420391873,3.3580486025625347,14.586805442166593
BLOCK,22.70283813497273,45.87531744534151,3.139927528334218
SPHERE,12.155393865158059,19.187801553072735,37.4975986844049
BLOCK,42.619837874479934,39.03195426561762,31.00019398817476
BLOCK,37.57743895398723,46.89260821526495,36.24685523391338
SPHERE,24.872872007625862,23.95940930974316,48.35394445424058
BLOCK,45.1868165463743,4.9783815897538375,28.77095243023968
SPHERE,4.699582197428492,11.18962888627144,43.61290164143151
BLOCK,3.233905317744073,35.26283122516602,26.142124396623956
BLOCK,23.12015242823845,1.4254375213094241,27.768603274727937
BLOCK,32.0447165776427,40.82412810350648,15.736924878593904
